transaction_id,sender_upi,receiver_upi,amount,location,device_type,hour,is_fraud
TXN00544,user2655@upi,shop6514@upi,4533.46,Bangalore,Tablet,15,0
TXN01601,user3134@upi,shop6426@upi,5414.92,Indore,Mobile,16,0
TXN00351,user7121@upi,shop7813@upi,10532.09,Patna,Mobile,12,0
TXN01933,user5576@upi,shop2587@upi,38581.08,Chennai,Mobile,4,1
TXN01511,user6134@upi,shop7229@upi,8657.98,Mumbai,Mobile,13,0
TXN00979,user1257@upi,shop3359@upi,10822.88,Ahmedabad,Mobile,21,0
TXN00176,user7511@upi,shop6992@upi,1363.64,Pune,Mobile,12,0
TXN00483,user5842@upi,shop1894@upi,11759.19,Indore,Tablet,12,0
TXN01413,user7404@upi,shop7247@upi,3071.03,Pune,Mobile,11,0
TXN01611,user3711@upi,shop8172@upi,11263.41,Pune,Mobile,11,0
TXN00124,user8025@upi,shop6003@upi,8533.76,Mumbai,Mobile,15,0
TXN00600,user7620@upi,shop6236@upi,10214.53,Nagpur,Mobile,12,0
TXN01795,user5055@upi,shop8742@upi,28750.88,Mumbai,Desktop,2,1
TXN01746,user7942@upi,shop5451@upi,85271.38,Kolkata,Mobile,3,1
TXN01379,user2208@upi,shop6863@upi,459.96,Delhi,Mobile,11,0
TXN01186,user8200@upi,shop7690@upi,3822.05,Lucknow,Mobile,12,0
TXN00486,user7895@upi,shop6986@upi,8199.88,Bangalore,Desktop,20,0
TXN00332,user4310@upi,shop9824@upi,4074.28,Jaipur,Mobile,7,0
TXN00789,user4259@upi,shop9821@upi,2626.34,Indore,Mobile,10,0
TXN00195,user9543@upi,shop5941@upi,6876.06,Mumbai,Mobile,12,0
TXN00638,user2865@upi,shop7566@upi,6009.75,Ahmedabad,Mobile,11,0
TXN00472,user6005@upi,shop4836@upi,6444.17,Delhi,Desktop,0,0
TXN01714,user7738@upi,shop2698@upi,59712.39,Kolkata,Tablet,0,1
TXN00323,user4340@upi,shop7723@upi,7532.27,Lucknow,Tablet,18,0
TXN01197,user9973@upi,shop6353@upi,6804.39,Mumbai,Desktop,14,0
TXN00267,user3868@upi,shop8612@upi,14712.48,Ahmedabad,Mobile,17,0
TXN01544,user9750@upi,shop8289@upi,2106.43,Ahmedabad,Mobile,12,0
TXN01804,user9632@upi,shop3866@upi,41224.75,Bangalore,Tablet,3,1
TXN00068,user8144@upi,shop1027@upi,7803.61,Indore,Mobile,15,0
TXN01738,user1515@upi,shop2920@upi,98073.27,Bangalore,Desktop,4,1
TXN01593,user4758@upi,shop2973@upi,1993.11,Mumbai,Mobile,8,0
TXN01564,user6123@upi,shop2476@upi,9523.8,Delhi,Desktop,20,0
TXN00481,user2380@upi,shop5065@upi,8305.42,Lucknow,Desktop,9,0
TXN01757,user7901@upi,shop2953@upi,29927.41,Delhi,Desktop,4,1
TXN01913,user9326@upi,shop6636@upi,95195.19,Chennai,Tablet,0,1
TXN01441,user4276@upi,shop2497@upi,250.42,Mumbai,Tablet,10,0
TXN01461,user4345@upi,shop3057@upi,1385.47,Lucknow,Mobile,16,0
TXN00888,user4314@upi,shop3262@upi,4641.89,Nagpur,Desktop,19,0
TXN00423,user8563@upi,shop4434@upi,6582.44,Kolkata,Desktop,6,0
TXN01675,user2528@upi,shop4794@upi,13267.19,Indore,Mobile,7,0
TXN01450,user7366@upi,shop3177@upi,4987.38,Surat,Desktop,15,0
TXN00765,user8254@upi,shop7178@upi,8451.9,Indore,Mobile,10,0
TXN00520,user6828@upi,shop7492@upi,7706.76,Surat,Mobile,17,0
TXN01432,user8567@upi,shop7244@upi,5161.43,Pune,Desktop,11,0
TXN00614,user8105@upi,shop8035@upi,6056.87,Ahmedabad,Mobile,4,0
TXN01531,user3826@upi,shop7150@upi,11639.99,Indore,Mobile,6,0
TXN01783,user8230@upi,shop5466@upi,49582.45,Mumbai,Desktop,5,1
TXN01659,user1216@upi,shop5698@upi,1677.89,Mumbai,Desktop,3,0
TXN00454,user1528@upi,shop8368@upi,3949.6,Bhopal,Desktop,11,0
TXN00731,user8848@upi,shop4452@upi,8865.96,Surat,Desktop,2,0
TXN00535,user4813@upi,shop3615@upi,1511.01,Surat,Mobile,12,0
TXN00966,user8063@upi,shop8132@upi,8512.5,Hyderabad,Mobile,9,0
TXN01285,user3473@upi,shop1947@upi,14666.22,Nagpur,Desktop,18,0
TXN01740,user1484@upi,shop9781@upi,21843.05,Kolkata,Desktop,1,1
TXN00262,user4941@upi,shop7825@upi,2817.84,Surat,Mobile,21,0
TXN00536,user1916@upi,shop4594@upi,8639.62,Indore,Mobile,19,0
TXN00969,user7208@upi,shop6364@upi,7419.48,Surat,Mobile,9,0
TXN00241,user9624@upi,shop2531@upi,9693.91,Pune,Mobile,2,0
TXN00820,user4263@upi,shop8550@upi,11032.49,Delhi,Mobile,21,0
TXN00693,user4492@upi,shop7950@upi,12536.62,Chennai,Mobile,15,0
TXN00421,user4971@upi,shop6339@upi,5647.07,Bhopal,Desktop,10,0
TXN01086,user9770@upi,shop5673@upi,2742.38,Bangalore,Desktop,15,0
TXN01999,user8679@upi,shop3563@upi,25341.76,Kolkata,Tablet,2,1
TXN00366,user5516@upi,shop4088@upi,14061.78,Nagpur,Desktop,3,0
TXN01023,user3893@upi,shop1644@upi,14513.02,Surat,Mobile,15,0
TXN01241,user2522@upi,shop1662@upi,7704.99,Ahmedabad,Mobile,14,0
TXN00589,user6730@upi,shop6640@upi,2461.07,Patna,Mobile,17,0
TXN00737,user2127@upi,shop4765@upi,5679.39,Bangalore,Mobile,8,0
TXN01762,user6131@upi,shop9090@upi,68985.65,Chennai,Mobile,3,1
TXN00942,user8404@upi,shop5958@upi,3249.94,Kolkata,Mobile,10,0
TXN00072,user3851@upi,shop5930@upi,6097.07,Bhopal,Mobile,9,0
TXN01408,user7843@upi,shop4433@upi,6585.83,Bhopal,Mobile,10,0
TXN00260,user8489@upi,shop2029@upi,1671.76,Patna,Mobile,12,0
TXN00052,user5462@upi,shop5616@upi,9076.4,Nagpur,Mobile,15,0
TXN00199,user8048@upi,shop2624@upi,11898.51,Delhi,Desktop,14,0
TXN01789,user5395@upi,shop9112@upi,36456.43,Delhi,Mobile,2,1
TXN00651,user7609@upi,shop7755@upi,547.12,Jaipur,Mobile,6,0
TXN00333,user4920@upi,shop4972@upi,770.97,Patna,Mobile,14,0
TXN01360,user8184@upi,shop2567@upi,9383.98,Lucknow,Mobile,21,0
TXN00594,user6004@upi,shop5511@upi,6362.86,Pune,Desktop,11,0
TXN01392,user8918@upi,shop9106@upi,7111.63,Lucknow,Mobile,19,0
TXN01801,user3320@upi,shop6852@upi,59826.58,Delhi,Desktop,5,1
TXN01315,user5544@upi,shop2450@upi,12990.64,Nagpur,Mobile,14,0
TXN01112,user1958@upi,shop3394@upi,4802.02,Patna,Mobile,10,0
TXN01007,user4163@upi,shop1557@upi,365.27,Delhi,Mobile,13,0
TXN01327,user6215@upi,shop8615@upi,8301.29,Delhi,Mobile,11,0
TXN00427,user9796@upi,shop2392@upi,1649.45,Chennai,Mobile,10,0
TXN01559,user7597@upi,shop8812@upi,8888.73,Kolkata,Mobile,12,0
TXN01294,user9278@upi,shop2809@upi,10982.47,Bhopal,Mobile,14,0
TXN00591,user4511@upi,shop4626@upi,9714.22,Surat,Mobile,14,0
TXN01958,user7522@upi,shop3098@upi,81894.54,Chennai,Tablet,23,1
TXN01977,user4320@upi,shop2633@upi,41141.6,Kolkata,Desktop,2,1
TXN01133,user1070@upi,shop2616@upi,13864.24,Patna,Mobile,15,0
TXN00986,user5578@upi,shop8617@upi,7759.07,Jaipur,Desktop,6,0
TXN00399,user1154@upi,shop3807@upi,1249.46,Bhopal,Mobile,16,0
TXN01512,user4110@upi,shop7359@upi,14697.94,Hyderabad,Desktop,16,0
TXN00437,user4798@upi,shop7636@upi,9450.11,Bangalore,Mobile,11,0
TXN00193,user2041@upi,shop8802@upi,6729.65,Hyderabad,Mobile,7,0
TXN01436,user1295@upi,shop2646@upi,2666.78,Delhi,Mobile,11,0
TXN00615,user4267@upi,shop7112@upi,14251.53,Patna,Mobile,17,0
TXN01494,user1937@upi,shop6833@upi,13097.43,Indore,Mobile,11,0
TXN00577,user1613@upi,shop3821@upi,4138.46,Bangalore,Mobile,14,0
TXN00987,user8740@upi,shop2279@upi,10264.27,Jaipur,Desktop,10,0
TXN01433,user1175@upi,shop5105@upi,1729.09,Patna,Mobile,14,0
TXN00707,user5107@upi,shop2608@upi,2969.29,Lucknow,Mobile,10,0
TXN01259,user1129@upi,shop2682@upi,9459.84,Nagpur,Mobile,11,0
TXN00142,user8941@upi,shop2989@upi,442.75,Surat,Mobile,9,0
TXN01358,user1393@upi,shop6477@upi,12609.21,Chennai,Mobile,9,0
TXN00003,user9279@upi,shop1434@upi,8423.06,Nagpur,Mobile,12,0
TXN01222,user9049@upi,shop3478@upi,8339.56,Patna,Mobile,16,0
TXN01870,user1583@upi,shop9136@upi,60608.34,Bangalore,Desktop,2,1
TXN01623,user7479@upi,shop3550@upi,6696.38,Nagpur,Desktop,10,0
TXN00340,user1613@upi,shop1151@upi,4482.9,Lucknow,Mobile,22,0
TXN01770,user8320@upi,shop3004@upi,61741.1,Delhi,Desktop,5,1
TXN01537,user7640@upi,shop1323@upi,5913.01,Bhopal,Mobile,17,0
TXN00484,user2847@upi,shop4949@upi,7498.74,Lucknow,Mobile,18,0
TXN00266,user2698@upi,shop6447@upi,2009.81,Hyderabad,Mobile,17,0
TXN00377,user8369@upi,shop7079@upi,1396.04,Nagpur,Desktop,5,0
TXN00742,user8899@upi,shop7246@upi,5264.26,Indore,Desktop,16,0
TXN01014,user9061@upi,shop2776@upi,2166.65,Indore,Mobile,13,0
TXN00440,user9796@upi,shop4063@upi,5493.24,Chennai,Mobile,9,0
TXN00272,user8204@upi,shop7334@upi,5092.16,Bangalore,Mobile,12,0
TXN00185,user7018@upi,shop9920@upi,13526.43,Surat,Mobile,11,0
TXN00940,user3719@upi,shop7382@upi,2818.81,Delhi,Desktop,16,0
TXN00245,user7172@upi,shop3527@upi,2442.09,Bhopal,Mobile,14,0
TXN00932,user6042@upi,shop5919@upi,7605.28,Hyderabad,Desktop,7,0
TXN00446,user3838@upi,shop3733@upi,7349.73,Bangalore,Mobile,17,0
TXN00597,user5631@upi,shop5890@upi,10269.35,Ahmedabad,Mobile,22,0
TXN00818,user3975@upi,shop4148@upi,13436.53,Kolkata,Desktop,17,0
TXN01273,user5382@upi,shop3476@upi,12802.59,Bhopal,Mobile,14,0
TXN01677,user6593@upi,shop8331@upi,11782.42,Hyderabad,Mobile,14,0
TXN00487,user2195@upi,shop1273@upi,8814.58,Mumbai,Mobile,4,0
TXN00681,user1092@upi,shop6415@upi,7000.31,Patna,Mobile,8,0
TXN00416,user8933@upi,shop2260@upi,5423.26,Chennai,Desktop,12,0
TXN00274,user3956@upi,shop9937@upi,4413.56,Delhi,Mobile,14,0
TXN01472,user2167@upi,shop7697@upi,13276.14,Patna,Mobile,19,0
TXN01830,user1105@upi,shop8945@upi,69893.11,Delhi,Mobile,0,1
TXN01455,user1621@upi,shop4900@upi,13851.9,Lucknow,Tablet,11,0
TXN00251,user8873@upi,shop7081@upi,8322.57,Delhi,Desktop,12,0
TXN00414,user4977@upi,shop9537@upi,2552.05,Pune,Mobile,9,0
TXN01386,user9725@upi,shop7196@upi,10418.36,Hyderabad,Mobile,21,0
TXN01308,user3340@upi,shop3328@upi,11759.05,Pune,Mobile,18,0
TXN00716,user4485@upi,shop1600@upi,8278.39,Jaipur,Desktop,12,0
TXN00311,user6939@upi,shop5728@upi,1112.24,Jaipur,Mobile,13,0
TXN00927,user6797@upi,shop3125@upi,9218.21,Ahmedabad,Mobile,14,0
TXN00382,user6269@upi,shop5637@upi,5716.12,Jaipur,Mobile,10,0
TXN01566,user1175@upi,shop7946@upi,10158.73,Patna,Desktop,12,0
TXN00426,user9300@upi,shop7853@upi,8159.24,Indore,Tablet,15,0
TXN01875,user6763@upi,shop4172@upi,47450.05,Mumbai,Mobile,0,1
TXN00533,user3946@upi,shop1427@upi,4789.97,Chennai,Mobile,17,0
TXN00753,user3381@upi,shop8727@upi,13888.67,Pune,Mobile,9,0
TXN00766,user8517@upi,shop8548@upi,13448.89,Bhopal,Mobile,7,0
TXN01357,user6092@upi,shop2029@upi,9393.66,Delhi,Mobile,11,0
TXN00409,user5839@upi,shop5037@upi,10699.5,Delhi,Mobile,10,0
TXN01615,user9741@upi,shop4902@upi,4384.73,Surat,Mobile,18,0
TXN00695,user1620@upi,shop2433@upi,1107.99,Bangalore,Desktop,13,0
TXN01739,user9953@upi,shop1082@upi,32671.06,Bangalore,Tablet,1,1
TXN00549,user4619@upi,shop2705@upi,14050.95,Bangalore,Mobile,6,0
TXN00937,user9537@upi,shop5904@upi,8478.49,Surat,Mobile,12,0
TXN01390,user2062@upi,shop3743@upi,7634.12,Indore,Desktop,16,0
TXN01608,user8910@upi,shop7864@upi,7861.2,Jaipur,Desktop,8,0
TXN01940,user9334@upi,shop3766@upi,22188.01,Mumbai,Tablet,4,1
TXN01482,user6642@upi,shop3338@upi,4042.63,Chennai,Tablet,11,0
TXN00183,user2622@upi,shop9017@upi,9238.63,Kolkata,Mobile,10,0
TXN01941,user9813@upi,shop4197@upi,20533.21,Mumbai,Mobile,2,1
TXN01161,user8551@upi,shop7921@upi,8525.06,Patna,Mobile,2,0
TXN00171,user1546@upi,shop6977@upi,10988.07,Delhi,Tablet,10,0
TXN00293,user9488@upi,shop3507@upi,4568.83,Bangalore,Mobile,15,0
TXN00562,user2342@upi,shop8758@upi,12658.1,Kolkata,Desktop,12,0
TXN01457,user7797@upi,shop5726@upi,11260.76,Chennai,Desktop,10,0
TXN01877,user1244@upi,shop5094@upi,85009.75,Mumbai,Mobile,3,1
TXN01652,user8543@upi,shop3361@upi,12530.43,Jaipur,Tablet,19,0
TXN00850,user4943@upi,shop9939@upi,3216.78,Indore,Mobile,15,0
TXN00273,user9507@upi,shop5369@upi,12019.21,Nagpur,Mobile,11,0
TXN01550,user5413@upi,shop4156@upi,10719.53,Lucknow,Mobile,17,0
TXN01035,user6312@upi,shop2979@upi,14638.04,Lucknow,Mobile,10,0
TXN01744,user4163@upi,shop5097@upi,33836.76,Bangalore,Tablet,0,1
TXN00372,user3869@upi,shop7999@upi,8342.2,Mumbai,Tablet,20,0
TXN01670,user2527@upi,shop6056@upi,137.1,Hyderabad,Desktop,20,0
TXN00722,user2029@upi,shop5331@upi,5547.83,Mumbai,Mobile,12,0
TXN00734,user1305@upi,shop5644@upi,14209.34,Chennai,Mobile,23,0
TXN00778,user2972@upi,shop9490@upi,6906.46,Nagpur,Mobile,14,0
TXN00519,user1660@upi,shop4522@upi,12540.51,Hyderabad,Mobile,15,0
TXN00335,user3252@upi,shop1084@upi,14468.14,Patna,Mobile,14,0
TXN00846,user6864@upi,shop8515@upi,10541.23,Pune,Desktop,8,0
TXN01252,user8974@upi,shop5961@upi,9281.31,Lucknow,Mobile,14,0
TXN01053,user3374@upi,shop4541@upi,13919.03,Ahmedabad,Mobile,10,0
TXN01924,user4245@upi,shop3947@upi,90112.46,Mumbai,Mobile,3,1
TXN00016,user8019@upi,shop7543@upi,5436.33,Bangalore,Mobile,6,0
TXN00708,user3100@upi,shop4842@upi,1509.68,Lucknow,Mobile,8,0
TXN00901,user8399@upi,shop8485@upi,12406.88,Mumbai,Desktop,9,0
TXN01980,user7449@upi,shop7106@upi,81016.03,Mumbai,Desktop,4,1
TXN01573,user5809@upi,shop5337@upi,3203.86,Nagpur,Mobile,11,0
TXN00904,user5684@upi,shop8558@upi,2505.63,Kolkata,Mobile,5,0
TXN00466,user8039@upi,shop4470@upi,7425.78,Hyderabad,Desktop,10,0
TXN01978,user8037@upi,shop2524@upi,37780.24,Chennai,Desktop,3,1
TXN00200,user4522@upi,shop8046@upi,6778.81,Chennai,Mobile,17,0
TXN01207,user8433@upi,shop9096@upi,1786.5,Nagpur,Mobile,20,0
TXN01056,user6629@upi,shop4602@upi,13297.27,Lucknow,Mobile,16,0
TXN01132,user9664@upi,shop4555@upi,10740.02,Kolkata,Mobile,16,0
TXN01380,user6896@upi,shop1719@upi,14629.89,Chennai,Mobile,8,0
TXN00999,user9724@upi,shop4828@upi,5703.21,Nagpur,Mobile,9,0
TXN00728,user3276@upi,shop8207@upi,2492.43,Delhi,Mobile,9,0
TXN01772,user5853@upi,shop2356@upi,48240.78,Delhi,Desktop,5,1
TXN01910,user6902@upi,shop6488@upi,98007.91,Bangalore,Desktop,2,1
TXN01822,user2448@upi,shop3303@upi,69216.68,Bangalore,Desktop,4,1
TXN00568,user4860@upi,shop8803@upi,4489.79,Pune,Tablet,15,0
TXN00044,user2113@upi,shop4853@upi,6062.6,Patna,Mobile,13,0
TXN00275,user6021@upi,shop8305@upi,9043.3,Pune,Mobile,11,0
TXN01097,user2431@upi,shop9385@upi,5922.41,Ahmedabad,Mobile,13,0
TXN00102,user2983@upi,shop1672@upi,5214.58,Pune,Mobile,6,0
TXN01232,user5412@upi,shop1095@upi,4948.11,Mumbai,Mobile,20,0
TXN01722,user6201@upi,shop6490@upi,33632.86,Kolkata,Tablet,1,1
TXN01833,user7628@upi,shop8925@upi,98615.7,Delhi,Tablet,4,1
TXN00108,user1470@upi,shop9098@upi,12765.78,Bangalore,Mobile,10,0
TXN01618,user7047@upi,shop6317@upi,1257.86,Nagpur,Desktop,9,0
TXN00498,user2262@upi,shop9128@upi,6833.41,Hyderabad,Mobile,17,0
TXN01981,user1407@upi,shop7510@upi,81696.46,Chennai,Mobile,4,1
TXN00882,user3572@upi,shop1301@upi,5208.23,Hyderabad,Mobile,10,0
TXN00757,user9489@upi,shop5685@upi,2929.25,Indore,Mobile,12,0
TXN00620,user9031@upi,shop6885@upi,11254.23,Bangalore,Tablet,19,0
TXN01107,user4678@upi,shop1439@upi,11870.38,Bangalore,Mobile,20,0
TXN01936,user4451@upi,shop8053@upi,61530.8,Kolkata,Tablet,2,1
TXN00810,user5308@upi,shop2297@upi,6339.37,Chennai,Mobile,16,0
TXN01038,user1666@upi,shop3185@upi,1508.52,Bhopal,Mobile,10,0
TXN00073,user8043@upi,shop6279@upi,6980.17,Ahmedabad,Mobile,12,0
TXN01284,user3692@upi,shop8111@upi,931.41,Indore,Mobile,19,0
TXN01272,user4671@upi,shop8968@upi,3874.75,Hyderabad,Desktop,16,0
TXN01335,user2469@upi,shop7476@upi,10479.46,Bhopal,Mobile,13,0
TXN01459,user4644@upi,shop7250@upi,7826.86,Bangalore,Mobile,0,0
TXN00482,user1439@upi,shop5942@upi,3089.63,Lucknow,Mobile,16,0
TXN01069,user1898@upi,shop9433@upi,14180.38,Surat,Mobile,5,0
TXN00507,user4974@upi,shop8600@upi,5530.42,Ahmedabad,Tablet,16,0
TXN01238,user6080@upi,shop3151@upi,5392.07,Delhi,Desktop,12,0
TXN01862,user5749@upi,shop5118@upi,51234.11,Bangalore,Mobile,23,1
TXN01990,user2990@upi,shop3722@upi,35789.41,Mumbai,Mobile,3,1
TXN01477,user3414@upi,shop5166@upi,3718.75,Lucknow,Tablet,17,0
TXN01867,user6400@upi,shop2021@upi,38849.38,Mumbai,Tablet,4,1
TXN01456,user6385@upi,shop3199@upi,4179.12,Surat,Desktop,4,0
TXN00312,user2946@upi,shop3108@upi,14626.49,Pune,Mobile,22,0
TXN00963,user2686@upi,shop7646@upi,12265.12,Indore,Mobile,13,0
TXN00406,user2245@upi,shop6580@upi,9081.48,Lucknow,Tablet,11,0
TXN01331,user7942@upi,shop8401@upi,636.46,Bhopal,Mobile,17,0
TXN01650,user1281@upi,shop6937@upi,8380.03,Bangalore,Tablet,5,0
TXN00310,user6992@upi,shop7606@upi,5495.4,Pune,Mobile,13,0
TXN00227,user2234@upi,shop3902@upi,14269.87,Surat,Mobile,16,0
TXN01858,user4399@upi,shop8761@upi,60068.02,Bangalore,Desktop,4,1
TXN00711,user4629@upi,shop8145@upi,4157.43,Hyderabad,Mobile,15,0
TXN01944,user3241@upi,shop5562@upi,78530.7,Mumbai,Tablet,23,1
TXN01384,user7100@upi,shop3807@upi,14118.01,Indore,Tablet,18,0
TXN01786,user5078@upi,shop2819@upi,37566.38,Mumbai,Tablet,4,1
TXN00149,user9022@upi,shop3434@upi,6703.75,Ahmedabad,Mobile,13,0
TXN01555,user4640@upi,shop7203@upi,14277.23,Indore,Tablet,8,0
TXN01957,user2897@upi,shop3886@upi,57178.87,Bangalore,Desktop,2,1
TXN00926,user5705@upi,shop7996@upi,9136.58,Hyderabad,Mobile,13,0
TXN00943,user1612@upi,shop4311@upi,13701.17,Ahmedabad,Mobile,16,0
TXN00837,user2092@upi,shop1717@upi,12529.55,Bangalore,Mobile,3,0
TXN00576,user6633@upi,shop7732@upi,3969.41,Surat,Mobile,13,0
TXN00558,user8113@upi,shop3573@upi,812.8,Hyderabad,Mobile,8,0
TXN01236,user4411@upi,shop3669@upi,5833.66,Pune,Mobile,16,0
TXN01361,user1546@upi,shop7183@upi,4706.06,Bhopal,Mobile,16,0
TXN01348,user9197@upi,shop9093@upi,2565.45,Chennai,Mobile,13,0
TXN01162,user8695@upi,shop1364@upi,14786.61,Pune,Mobile,10,0
TXN01443,user3750@upi,shop3736@upi,669.75,Jaipur,Mobile,10,0
TXN00287,user3852@upi,shop6922@upi,7636.25,Delhi,Tablet,16,0
TXN01605,user6618@upi,shop5939@upi,10883.01,Indore,Mobile,15,0
TXN01058,user4546@upi,shop8757@upi,12556.47,Kolkata,Mobile,11,0
TXN00599,user4086@upi,shop3456@upi,7764.23,Chennai,Desktop,16,0
TXN00933,user6460@upi,shop6592@upi,5946.78,Lucknow,Mobile,3,0
TXN01462,user4348@upi,shop4871@upi,7616.29,Pune,Desktop,10,0
TXN01638,user5617@upi,shop6854@upi,1153.59,Hyderabad,Mobile,19,0
TXN01588,user6605@upi,shop8039@upi,14646.81,Nagpur,Mobile,12,0
TXN01041,user3079@upi,shop4377@upi,2154.89,Kolkata,Mobile,11,0
TXN01231,user3519@upi,shop1473@upi,1225.14,Bhopal,Desktop,12,0
TXN00807,user8816@upi,shop5908@upi,146.9,Pune,Desktop,13,0
TXN00905,user9470@upi,shop3330@upi,6959.05,Surat,Mobile,15,0
TXN01680,user6071@upi,shop9964@upi,13014.33,Indore,Desktop,6,0
TXN01205,user1815@upi,shop7570@upi,9273.88,Lucknow,Mobile,6,0
TXN00768,user6172@upi,shop7757@upi,14332.13,Jaipur,Mobile,15,0
TXN00610,user4281@upi,shop6614@upi,6143.79,Lucknow,Desktop,22,0
TXN01993,user5441@upi,shop9560@upi,45790.89,Bangalore,Desktop,1,1
TXN01565,user3705@upi,shop1940@upi,1277.93,Kolkata,Mobile,12,0
TXN01423,user5044@upi,shop9615@upi,4940.08,Lucknow,Desktop,11,0
TXN01011,user6298@upi,shop5216@upi,2437.87,Delhi,Mobile,6,0
TXN00494,user6067@upi,shop3877@upi,1800.45,Nagpur,Mobile,1,0
TXN01321,user6199@upi,shop7258@upi,3865.1,Delhi,Tablet,12,0
TXN00278,user3621@upi,shop1510@upi,2150.26,Lucknow,Mobile,11,0
TXN01847,user6703@upi,shop7615@upi,25405.6,Mumbai,Tablet,1,1
TXN00359,user9866@upi,shop1987@upi,14019.4,Delhi,Tablet,12,0
TXN01111,user2959@upi,shop7114@upi,7692.76,Lucknow,Mobile,9,0
TXN00237,user6482@upi,shop2079@upi,4952.06,Jaipur,Mobile,9,0
TXN00552,user5205@upi,shop2770@upi,10809.0,Mumbai,Mobile,15,0
TXN01868,user1579@upi,shop6666@upi,98484.48,Chennai,Desktop,4,1
TXN01813,user3540@upi,shop2409@upi,77055.77,Delhi,Tablet,1,1
TXN00209,user6567@upi,shop6751@upi,101.53,Bhopal,Mobile,14,0
TXN01387,user5006@upi,shop1756@upi,11448.6,Lucknow,Mobile,12,0
TXN01561,user7064@upi,shop5081@upi,10176.45,Pune,Desktop,8,0
TXN00059,user7658@upi,shop3532@upi,13887.2,Chennai,Desktop,21,0
TXN00632,user9095@upi,shop3443@upi,14242.2,Indore,Mobile,15,0
TXN01962,user5396@upi,shop8954@upi,78254.95,Bangalore,Desktop,0,1
TXN01860,user2280@upi,shop3083@upi,82590.99,Bangalore,Mobile,3,1
TXN01817,user4268@upi,shop5096@upi,30855.26,Kolkata,Mobile,2,1
TXN00364,user4648@upi,shop1056@upi,11345.13,Kolkata,Mobile,15,0
TXN00506,user1130@upi,shop7044@upi,3018.06,Lucknow,Desktop,15,0
TXN01166,user7586@upi,shop4700@upi,9372.34,Delhi,Desktop,13,0
TXN01122,user6104@upi,shop6940@upi,2093.82,Ahmedabad,Desktop,13,0
TXN01630,user1716@upi,shop3165@upi,3732.66,Delhi,Mobile,19,0
TXN01217,user3783@upi,shop9253@upi,7397.67,Hyderabad,Desktop,7,0
TXN01152,user7165@upi,shop8250@upi,6900.25,Mumbai,Mobile,14,0
TXN01125,user2287@upi,shop7960@upi,10365.36,Indore,Mobile,2,0
TXN01595,user7673@upi,shop9601@upi,4603.62,Surat,Tablet,9,0
TXN00119,user3068@upi,shop9042@upi,1547.79,Mumbai,Mobile,11,0
TXN01250,user2281@upi,shop5248@upi,13075.52,Delhi,Mobile,2,0
TXN01994,user3318@upi,shop5754@upi,61860.1,Delhi,Tablet,5,1
TXN00523,user2010@upi,shop4641@upi,1969.42,Bhopal,Mobile,14,0
TXN00514,user3141@upi,shop4879@upi,4382.22,Bhopal,Mobile,16,0
TXN00082,user8777@upi,shop8373@upi,3895.28,Chennai,Desktop,9,0
TXN00916,user8794@upi,shop8434@upi,6158.17,Delhi,Mobile,0,0
TXN01019,user2148@upi,shop9849@upi,3395.44,Pune,Tablet,17,0
TXN00381,user8846@upi,shop4974@upi,10437.44,Nagpur,Mobile,19,0
TXN01030,user3319@upi,shop9010@upi,9810.93,Ahmedabad,Tablet,14,0
TXN01689,user4654@upi,shop7360@upi,13113.64,Surat,Mobile,11,0
TXN00085,user4788@upi,shop7275@upi,10412.31,Nagpur,Mobile,11,0
TXN01678,user8059@upi,shop1655@upi,13361.29,Indore,Mobile,9,0
TXN00330,user7464@upi,shop6654@upi,14319.59,Indore,Mobile,4,0
TXN00007,user1711@upi,shop8527@upi,8048.06,Patna,Mobile,13,0
TXN00746,user6175@upi,shop7698@upi,5440.42,Bangalore,Mobile,13,0
TXN01554,user5476@upi,shop3397@upi,13034.14,Chennai,Mobile,7,0
TXN00915,user9169@upi,shop9904@upi,12113.74,Lucknow,Desktop,9,0
TXN00874,user4471@upi,shop4339@upi,8200.9,Indore,Mobile,12,0
TXN00452,user7010@upi,shop9880@upi,12340.94,Mumbai,Desktop,11,0
TXN00491,user9788@upi,shop6353@upi,5867.07,Surat,Desktop,14,0
TXN01481,user6045@upi,shop7743@upi,11289.41,Patna,Desktop,6,0
TXN00288,user4878@upi,shop9094@upi,404.0,Jaipur,Mobile,11,0
TXN00949,user6119@upi,shop1368@upi,8667.62,Kolkata,Mobile,8,0
TXN01986,user6266@upi,shop7660@upi,89714.23,Bangalore,Desktop,23,1
TXN01369,user1722@upi,shop1991@upi,1923.93,Lucknow,Mobile,20,0
TXN01147,user2117@upi,shop9161@upi,10174.83,Bangalore,Mobile,14,0
TXN00706,user1891@upi,shop9992@upi,6924.37,Jaipur,Mobile,14,0
TXN01727,user5263@upi,shop3605@upi,95896.02,Delhi,Mobile,0,1
TXN01702,user3369@upi,shop6304@upi,73125.04,Bangalore,Mobile,3,1
TXN01629,user7291@upi,shop1339@upi,1659.43,Mumbai,Desktop,14,0
TXN01600,user9049@upi,shop6956@upi,5020.89,Delhi,Mobile,1,0
TXN01539,user3033@upi,shop4399@upi,14485.56,Patna,Mobile,18,0
TXN01406,user8773@upi,shop4829@upi,7742.22,Indore,Mobile,11,0
